Entry	Gene Names	Function [CC]	Catalytic activity	EC number	gene_name	PubMed_IDs	Merged_Functions	Curated_Functions	Is_Metabolic	GO_MF	GO_BP	MetaCyc_Comment	MetaCyc_Less_Complete
A0A1V1IFN1	gsk-10 gsk	FUNCTION: Catalyzes the phosphorylation of guanosine and inosine to GMP and IMP, respectively. {ECO:0000256|HAMAP-Rule:MF_02246}.	CATALYTIC ACTIVITY: Reaction=guanosine + ATP = GMP + ADP + H(+); Xref=Rhea:RHEA:27710, ChEBI:CHEBI:15378, ChEBI:CHEBI:16750, ChEBI:CHEBI:30616, ChEBI:CHEBI:58115, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246}; CATALYTIC ACTIVITY: Reaction=inosine + ATP = IMP + ADP + H(+); Xref=Rhea:RHEA:21140, ChEBI:CHEBI:15378, ChEBI:CHEBI:17596, ChEBI:CHEBI:30616, ChEBI:CHEBI:58053, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246};	2.7.1.73	gsk-10 gsk								skip
A0A1V1IFN2	gsk-3 gsk gsk-9	FUNCTION: Catalyzes the phosphorylation of guanosine and inosine to GMP and IMP, respectively. {ECO:0000256|HAMAP-Rule:MF_02246}.	CATALYTIC ACTIVITY: Reaction=guanosine + ATP = GMP + ADP + H(+); Xref=Rhea:RHEA:27710, ChEBI:CHEBI:15378, ChEBI:CHEBI:16750, ChEBI:CHEBI:30616, ChEBI:CHEBI:58115, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246}; CATALYTIC ACTIVITY: Reaction=inosine + ATP = IMP + ADP + H(+); Xref=Rhea:RHEA:21140, ChEBI:CHEBI:15378, ChEBI:CHEBI:17596, ChEBI:CHEBI:30616, ChEBI:CHEBI:58053, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246};	2.7.1.73	gsk-3 gsk gsk-9								skip
A0A1V1IGJ0	gsk-1 gsk null mutation	FUNCTION: Catalyzes the phosphorylation of guanosine and inosine to GMP and IMP, respectively. {ECO:0000256|HAMAP-Rule:MF_02246}.	CATALYTIC ACTIVITY: Reaction=guanosine + ATP = GMP + ADP + H(+); Xref=Rhea:RHEA:27710, ChEBI:CHEBI:15378, ChEBI:CHEBI:16750, ChEBI:CHEBI:30616, ChEBI:CHEBI:58115, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246}; CATALYTIC ACTIVITY: Reaction=inosine + ATP = IMP + ADP + H(+); Xref=Rhea:RHEA:21140, ChEBI:CHEBI:15378, ChEBI:CHEBI:17596, ChEBI:CHEBI:30616, ChEBI:CHEBI:58053, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246};	2.7.1.73	gsk-1 gsk null mutation								skip
A0A1V1IGM6	gsk	FUNCTION: Catalyzes the phosphorylation of guanosine and inosine to GMP and IMP, respectively. {ECO:0000256|HAMAP-Rule:MF_02246}.	CATALYTIC ACTIVITY: Reaction=guanosine + ATP = GMP + ADP + H(+); Xref=Rhea:RHEA:27710, ChEBI:CHEBI:15378, ChEBI:CHEBI:16750, ChEBI:CHEBI:30616, ChEBI:CHEBI:58115, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246}; CATALYTIC ACTIVITY: Reaction=inosine + ATP = IMP + ADP + H(+); Xref=Rhea:RHEA:21140, ChEBI:CHEBI:15378, ChEBI:CHEBI:17596, ChEBI:CHEBI:30616, ChEBI:CHEBI:58053, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246};	2.7.1.73	gsk								skip
A0A1V1IGN2	gsk	FUNCTION: Catalyzes the phosphorylation of guanosine and inosine to GMP and IMP, respectively. {ECO:0000256|HAMAP-Rule:MF_02246}.	CATALYTIC ACTIVITY: Reaction=guanosine + ATP = GMP + ADP + H(+); Xref=Rhea:RHEA:27710, ChEBI:CHEBI:15378, ChEBI:CHEBI:16750, ChEBI:CHEBI:30616, ChEBI:CHEBI:58115, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246}; CATALYTIC ACTIVITY: Reaction=inosine + ATP = IMP + ADP + H(+); Xref=Rhea:RHEA:21140, ChEBI:CHEBI:15378, ChEBI:CHEBI:17596, ChEBI:CHEBI:30616, ChEBI:CHEBI:58053, ChEBI:CHEBI:456216; EC=2.7.1.73; Evidence={ECO:0000256|HAMAP-Rule:MF_02246};	2.7.1.73	gsk								skip
A5A618	ynhF b4602 JW1649.1				ynhF b4602 JW1649.1	21050835	YnhF encodes a 29‑amino‑acid, highly hydrophobic membrane miniprotein that retains its N‑terminal formyl‑methionine. It is predicted to contain a single trans‑membrane helix and is situated upstream of ydhP, a gene encoding a 12‑trans‑membrane‑segment putative transporter. The authors propose that YnhF may function as an accessory subunit of the YdhP transporter complex, analogous to the membrane‑bound c subunit of the F₁F₀‑ATP synthase or the KdpF subunit of the K⁺‑translocating Kdp complex. Moreover, a recent study cited in the article identified YnhF as one of the small stress‑response proteins in *E. coli*, with expression levels >4‑fold higher under aerobic conditions compared to low‑oxygen conditions and varying with carbon source (higher in glucose than glycerol), suggesting a role in bacterial stress adaptation. {PubMed:21050835}. The b4602 locus encodes YnhF, a 29‑amino‑acid highly hydrophobic membrane miniprotein that is soluble in chloroform and retains its N‑terminal formyl‑methionine. YnhF is predicted to contain a single trans‑membrane segment and is situated upstream of the larger transporter gene ydhP. The authors propose that YnhF may act as a small accessory subunit of the YdhP transporter complex, analogous to other small membrane subunits such as the c‑subunit of F₁F₀‑ATP synthase or KdpF of the K⁺‑translocating Kdp complex. Additionally, recent proteomic data cited in the article indicate that YnhF is a stress‑responsive protein whose expression is up‑regulated under aerobic conditions, suggesting a role in cellular stress adaptation. {PubMed:21050835}. Encodes a 29‑amino‑acid, highly hydrophobic membrane miniprotein (YnhF) that retains its N‑terminal formyl‑methionine. The protein is predicted to contain a single trans‑membrane segment and is thought to function as a small accessory subunit of a nearby transporter complex (encoded by the adjacent ydhP gene), analogous to other small membrane subunits such as KdpF. Experimental evidence indicates that YnhF is a stress‑responsive protein: its cellular level rises >4‑fold under aerobic growth compared with low‑oxygen conditions and varies with carbon source (higher in glucose versus glycerol media). Thus, JW1649.1 likely contributes to membrane transport processes and bacterial stress adaptation. {PubMed:21050835}.	Is a 29‑amino‑acid highly hydrophobic membrane miniprotein containing a single trans‑membrane helix and retaining its N‑terminal formyl‑methionine. {PubMed:21050835}. Functions as an accessory subunit of the YdhP transporter complex, analogous to the c‑subunit of F₁F₀‑ATP synthase or KdpF of the K⁺‑translocating Kdp complex. {PubMed:21050835}. Acts as a stress‑responsive protein whose cellular level increases >4‑fold under aerobic conditions and varies with carbon source, suggesting a role in bacterial stress adaptation. {PubMed:21050835}.	Yes	structural molecule activity; transporter activity	response to stimulus	CydH is a small, noncatalytic, single transmembrane accessory subunit of |FRAME: CYT-D-UBIOX-CPLX| |CITS: |. In the cryo-EM structure of cytochrome bd-I, CydH binds to a hydrophobic cleft in CydA |CITS: |. CydH is a chloroform-soluble protein that extracts with the lipid fraction of E. coli |CITS: |. CydH contains a predicted transmembrane segment, and the protein can be found in the membrane fraction |CITS: |. Experimental topology analysis suggests that CydH may be inserted into the membrane with dual orientation |CITS: |. CydH is expressed during both exponential growth and stationary phase |CITS: |. The amount of CydH protein is approximately 4-fold greater when cells are grown under oxygen limited conditions compared to aerobic growth in rich media |CITS: |. Tandem mass spectrometry indicates that the formyl group attached to the N-terminal methionine is retained |CITS: |.	yes
B8LFD6	lacZ		CATALYTIC ACTIVITY: Reaction=Hydrolysis of terminal non-reducing beta-D-galactose residues in beta-D-galactosides.; EC=3.2.1.23; Evidence={ECO:0000256|ARBA:ARBA00001412, ECO:0000256|HAMAP-Rule:MF_01687};	3.2.1.23	lacZ	31792144,25002543,2187154,30684070,11113468,6293930,2544558,11115113,28607157,3122846	The lacZ gene encodes the enzyme β‑galactosidase, which hydrolyzes the disaccharide lactose into glucose and galactose. In molecular cloning vectors, a short segment of lacZ (the first 146 amino acids) provides an N‑terminal α‑fragment that can complement a host‑encoded C‑terminal ω‑fragment (from the ΔM15 mutation) to reconstitute an active β‑galactosidase enzyme (α‑complementation). Active β‑galactosidase cleaves the chromogenic substrate X‑Gal, producing an insoluble blue product that allows visual identification of colonies expressing functional lacZ (blue colonies). Insertion of foreign DNA into the lacZ α‑fragment disrupts this complementation, yielding white colonies lacking β‑galactosidase activity. {PubMed:31792144}. Encodes the β‑galactosidase enzyme that hydrolyzes lactose (and the chromogenic substrate ONPG), providing a measurable activity used as a reporter in translational LacZ fusions. In the article LacZ is fused to N‑terminal signal sequences to monitor Sec‑dependent protein targeting and to assess folding in the periplasm. When fully translocated into the periplasm, LacZ can fold and become enzymatically active, but misfolded LacZ forms disulfide‑bonded aggregates that are toxic to the cell. Its periplasmic folding is promoted by the chaperone/FkpA and opposed by the disulfide‑bond catalyst DsbA, which enhances misfolding. {PubMed:25002543}. The lacZ gene encodes the enzyme β‑galactosidase, which hydrolyzes substrates such as X‑Gal and ONPG. In this study lacZ is used as a reporter gene in promoter‑probe plasmids (e.g., pCB267) to monitor the transcriptional activity of the nrdA and nrdB promoters. β‑galactosidase activity is measured by Miller assays or X‑Gal plate screening, allowing quantitative assessment of nrd gene expression under various genetic and environmental conditions. {PubMed:2187154}. The lacZ gene encodes β‑galactosidase, an enzyme whose activity can be detected by growth on lactose (Lac⁺) or by colorimetric assays. In the article it is used as a large epitope‑like tag in gene‑fusion constructs to monitor protein translocation in Escherichia coli. When fused to the N‑terminus of membrane or periplasmic proteins, LacZ remains enzymatically active only if it stays in the cytoplasm; if the fusion protein is translocated into the periplasm, LacZ becomes inactive (e.g., due to disulfide‑bonded aggregation by DsbA). The lacZ fusions therefore generate distinctive phenotypes: (1) Lac⁺ growth on lactose, (2) low basal β‑galactosidase activity because most fusion protein is exported, and (3) lethal sensitivity to high‑level induction because folded LacZ blocks the Sec translocon. These properties were exploited to identify mutations affecting signal sequences, the Sec translocation machinery, and other components of protein targeting. {PubMed:30684070}. The lacZ gene encodes the enzyme β‑galactosidase, which catalyzes the hydrolysis of lactose into glucose and galactose. In the Escherichia coli lacZ reversion assay, engineered lacZ alleles carry a single base change that inactivates β‑galactosidase (often by altering the essential Glu‑461 residue). Reversion mutations restore the wild‑type codon, re‑activating β‑galactosidase activity and permitting bacterial growth on lactose minimal medium. Thus, lacZ serves both as the genetic target whose loss‑of‑function can be selected for and as a reporter of mutagenic events through restoration of lactose metabolism. {PubMed:11113468}. The lacZ gene encodes the enzyme β‑galactosidase (β‑D‑galactoside galactohydrolase, EC 3.2.1.23), which hydrolyzes β‑galactosides such as X‑gal and o‑nitrophenyl‑β‑D‑galactopyranoside. In the study it is used as a reporter gene: its activity (measured by colour development on X‑gal plates or quantitative assays) indicates the strength of translational initiation signals, ribosome‑binding sites, and promoters fused upstream of the lacZ coding region. The enzyme remains active even when the first 27 amino acids of its N‑terminus are removed, allowing insertion of synthetic ATG codons and ribosomal binding sequences at the 5′ end of the gene for functional assays. {PubMed:6293930}. In this study lacZ is used as a reporter gene; it encodes the enzyme β‑galactosidase, whose activity (measured by hydrolysis of ONPG) provides a quantitative read‑out of transcription from the dmsA promoter in the dmsA′‑lacZ operon fusion. {PubMed:2544558}. In the article, lacZ is used as a reporter gene whose product is the enzyme β‑galactosidase. β‑galactosidase activity (measured by Miller β‑galactosidase assays using ONPG as substrate) provides a quantitative read‑out of transcription from the fused LEE2 or LEE3 promoters, allowing the authors to assess Ler‑dependent activation. {PubMed:11115113}. In this study lacZ is used as a reporter gene fused to the promoters of cutP and cdsH. The lacZ gene encodes β‑galactosidase, and β‑galactosidase activity assays are performed to quantify promoter‑driven expression (cutP‑lacZ and cdsH‑lacZ), allowing the authors to assess transcriptional regulation under aerobic and anaerobic conditions. {PubMed:28607157}. The article describes lacZ as the gene encoding β‑galactosidase. In the plasmid constructs used (e.g., pKL203), lacZ is placed under the control of the lac promoter and, when properly translated, produces active β‑galactosidase. The enzyme activity is assayed by measuring the hydrolysis of the chromogenic substrate O‑nitrophenyl‑β‑D‑galactopyranoside (ONPG) according to Miller’s method, providing a quantitative read‑out (units defined as 1000 × OD₄₂₀/min/10⁸ cells). Thus, lacZ functions as a reporter gene whose product catalyzes the cleavage of β‑galactosides, allowing detection of promoter activity and translation coupling in the experimental system. {PubMed:3122846}.	Catalyzes the hydrolysis of β‑galactosides such as lactose, X‑Gal, ONPG and o‑nitrophenyl‑β‑D‑galactopyranoside, yielding glucose, galactose or chromogenic products. {PubMed:31792144, PubMed:25002543, PubMed:2187154, PubMed:6293930, PubMed:2544558, PubMed:11115113, PubMed:28607157, PubMed:3122846}. Provides α‑complementation between the N‑terminal α‑fragment and the C‑terminal ω‑fragment, enabling blue/white colony screening through X‑Gal cleavage. {PubMed:31792144}. Serves as a reporter gene to quantitatively assess transcriptional activity of promoters (e.g., nrdA/B, dmsA, LEE2/3, cutP, cdsH) by measuring β‑galactosidase activity with ONPG or X‑Gal assays. {PubMed:2187154, PubMed:2544558, PubMed:11115113, PubMed:28607157, PubMed:3122846}. Functions as a translational reporter and epitope‑like tag to monitor protein targeting and Sec‑dependent translocation; cytoplasmic LacZ remains active whereas periplasmic export abolishes activity and can cause toxicity. {PubMed:25002543, PubMed:6293930, PubMed:30684070}. Facilitates periplasmic folding of LacZ via the chaperone FkpA and is antagonized by the disulfide‑bond catalyst DsbA; misfolded LacZ forms disulfide‑bonded aggregates that are toxic to the cell. {PubMed:25002543}. Enables selection of mutagenic events in a lacZ reversion assay, where restoration of β‑galactosidase activity permits growth on lactose minimal medium. {PubMed:11113468}. Remains enzymatically active after removal of the first 27 amino acids, allowing insertion of synthetic start codons and ribosome‑binding sequences for functional analyses. {PubMed:6293930}.	Yes	catalytic activity, carbohydrate binding, carbohydrate derivative binding	carbohydrate metabolic process, catalytic process		skip
C1P607	ibsA b4667 JW2058.1	FUNCTION: Toxic component of a type I toxin-antitoxin (TA) system. Overexpression causes cessation of growth. {ECO:0000269|PubMed:18710431}.			ibsA b4667 JW2058.1								skip
C1P615	ibsC b4665 JW2879.1	FUNCTION: Toxic component of a type I toxin-antitoxin (TA) system. Overexpression causes cessation of growth and rapid membrane depolarization. Overexpression induces stress-response, the psp phage shock and a number of membrane protein genes. {ECO:0000269|PubMed:18710431}.			ibsC b4665 JW2879.1								skip
C1P616	ibsD b4664 JW3023.1	FUNCTION: Toxic component of a type I toxin-antitoxin (TA) system.			ibsD b4664 JW3023.1								skip
C1P617	ibsE b4666 JW3023.2	FUNCTION: Toxic component of a type I toxin-antitoxin (TA) system. Overexpression causes cessation of growth. {ECO:0000269|PubMed:18710431}.			ibsE b4666 JW3023.2								skip
O52982	yfjS b2636 JW5921	FUNCTION: Does not induce degP when overexpressed unless it is mutated to resemble YafY. {ECO:0000269|PubMed:15252048}.			yfjS b2636 JW5921								skip
P00960	glyQ glyS(A) b3560 JW3531		CATALYTIC ACTIVITY: Reaction=tRNA(Gly) + glycine + ATP = glycyl-tRNA(Gly) + AMP + diphosphate; Xref=Rhea:RHEA:16013, Rhea:RHEA-COMP:9664, Rhea:RHEA-COMP:9683, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57305, ChEBI:CHEBI:78442, ChEBI:CHEBI:78522, ChEBI:CHEBI:456215; EC=6.1.1.14;	6.1.1.14	glyQ glyS(A) b3560 JW3531	17351095,27981881,6282416,3009467	The article states that glyS is part of a four‑gene cluster (glyQ‑glyS‑gph‑act) and is predicted to encode the β subunit of glycyl‑tRNA synthetase, a class II heterodimeric enzyme (EC 6.1.1.14) that catalyzes the attachment of glycine to its cognate tRNA during protein synthesis. {PubMed:17351095}. The article states that glyS encodes the beta subunit of glycyl‑tRNA synthetase (GlyRS). GlyRS is the enzyme that catalyzes the attachment of glycine to its cognate tRNA (tRNA^Gly), a crucial step in protein synthesis. In the study, the GlyRS α (glyQ) and β (glyS) subunits were among the proteins whose levels were reduced upon expression of the artificial sRNA S‑20, indicating that glyS functions as part of the aminoacyl‑tRNA synthetase complex responsible for charging tRNA^Gly. {PubMed:27981881}. The article indicates that glyS(A) encodes the structural gene for glycine synthetase (glycine synthase). The plasmid pRM10 was able to complement temperature‑sensitive glyS mutants of both Escherichia coli and Salmonella typhimurium, demonstrating that it supplies a functional glycine synthetase enzyme. Thus, glyS(A) is required for the synthesis of glycine and its loss results in a temperature‑sensitive growth defect that can be rescued by providing a functional copy of the gene. {PubMed:6282416}. Invalid JSON output from the API. {PubMed:17351095}. The article states that glyQ encodes the alpha subunit of glycyl‑tRNA synthetase (GlyRS), an enzyme that charges tRNA^Gly with glycine. It is part of the gly operon together with glyS (the beta subunit). In the study, the artificial small RNA S‑20 binds the 5'‑untranslated region of the glyQ mRNA, represses its translation, and reduces GlyRS protein levels, which contributes to the observed inhibition of E. coli growth. {PubMed:27981881}.	Forms the heterodimeric glycyl‑tRNA synthetase (EC 6.1.1.14) that attaches glycine to its cognate tRNA (tRNA^Gly) during protein synthesis. {PubMed:17351095, PubMed:27981881}. Encodes glycine synthase required for glycine biosynthesis; loss causes a temperature‑sensitive growth defect that can be rescued by complementation. {PubMed:6282416}. Artificial sRNA S‑20 binds the 5'‑UTR of glyQ (and glyS) mRNA, represses translation, reduces GlyRS levels and inhibits bacterial growth. {PubMed:27981881}.	No	catalytic activity; rna binding; small molecule binding	catalytic process, protein metabolic process, rna metabolic process	"A crystal structure of GlyRS has been solved at 2.68 Å resolution, revealing an unusual X-shaped architecture with an α subunit dimer at the center. The α subunit contains binding sites for glycine and ATP, while the β subunit interacts with the γ-phosphate of ATP. Site-directed mutagenesis supported the proposed roles for the α and β subunits |CITS: |. CfcA: ""control the frequency of cell division"" |CITS: |"	yes
